SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-31-2016,Single Family Residential,111 Morin Ave,Killingly,CT,06239,159700,3,1.5,Killingly,1266,8276,1930,1813,126,,Sold,,,http://www.redfin.com/CT/Danielson/111-Morin-Ave-06239/home/53747857,Smart MLS,E10146318,N,Y,41.8169521,-71.8818111
PAST SALE,February-24-2017,Single Family Residential,51 E Franklin St,Killingly,CT,06239,188000,3,1.0,Killingly,1951,10454,1990,1697,96,,Sold,,,http://www.redfin.com/CT/Danielson/51-E-Franklin-St-06239/home/53744827,Smart MLS,G10185573,N,Y,41.7962314,-71.8786497
PAST SALE,January-31-2019,Single Family Residential,89 Roanoak Ave,Windham,CT,06226,159200,4,1.5,Willimantic,1224,11761,1971,991,130,,Sold,,,http://www.redfin.com/CT/Willimantic/89-Roanoak-Ave-06226/home/54362095,Smart MLS,170148017,N,Y,41.7278903,-72.230619
PAST SALE,,Single Family Residential,14 Gem Dr,Willimantic,CT,06226,109400,3,1.0,,912,12632,1979,,120,,,,,http://www.redfin.com/CT/Willimantic/14-Gem-Dr-06226/home/54362321,,,N,Y,41.7236226,-72.2341352
PAST SALE,May-17-2019,Condo/Co-op,29 Kathleen Dr Unit 5C,Windham,CT,06226,65000,2,1.5,Willimantic,988,,1987,885,66,240,Sold,,,http://www.redfin.com/CT/Willimantic/29-Kathleen-Dr-06226/unit-5C/home/54362215,Smart MLS,170148770,N,Y,41.7212759,-72.2310977
PAST SALE,August-2-2018,Condo/Co-op,29 Kathleen Dr Unit 4A,Windham,CT,06226,95000,2,1.5,Willimantic,998,,1987,1173,95,251,Sold,,,http://www.redfin.com/CT/Willimantic/29-Kathleen-Dr-06226/unit-4A/home/54362239,Smart MLS,170064731,N,Y,41.7212759,-72.2310977
PAST SALE,October-27-2017,Single Family Residential,113 Roanoak Ave,Windham,CT,06226,148000,4,2.0,Willimantic,1565,13503,1971,1452,95,,Sold,,,http://www.redfin.com/CT/Willimantic/113-Roanoak-Ave-06226/home/54365971,Smart MLS,170004528,N,Y,41.7273898,-72.2313245
PAST SALE,June-22-2018,Single Family Residential,16 Fairway Dr,Thompson,CT,06255,392500,4,2.5,North Grosvenordale,3100,388990,2012,1214,127,,Sold,,,http://www.redfin.com/CT/North-Grosvenor-Dale/16-Fairway-Dr-06255/home/54347404,Smart MLS,170053582,N,Y,42.0061691,-71.8847186
PAST SALE,November-22-2019,Single Family Residential,118 Corttis Rd,Thompson,CT,06255,218000,2,1.0,North Grosvenordale,1409,56028,1975,696,155,,Sold,,,http://www.redfin.com/CT/North-Grosvenor-Dale/118-Corttiss-Rd-06255/home/54347015,RIS,1236899,N,Y,42.0082921,-71.9042639
PAST SALE,April-2-2020,Single Family Residential,68 Wagher Rd,Thompson,CT,06255,167400,2,1.5,North Grosvenordale,720,23522,1950,564,233,,Sold,,,http://www.redfin.com/CT/North-Grosvenor-Dale/68-Wagher-Rd-06255/home/54351218,Smart MLS,170269543,N,Y,42.0140563,-71.8781865
PAST SALE,December-21-2018,Single Family Residential,1161 Thompson Unit rd,Thompson,CT,06277,299900,5,2.5,Thompson,2716,22215,1900,1032,110,,Sold,,,http://www.redfin.com/CT/Thompson/1161-Thompson-Rd-06277/unit-rd/home/146014074,MLS PIN,72342739,N,Y,42.0076189,-71.8448803
PAST SALE,May-15-2019,Single Family Residential,1427 North Rd,Killingly,CT,06241,329900,3,1.5,East Killingly,2184,117612,1977,887,151,,Sold,,,http://www.redfin.com/CT/Dayville/1427-North-Rd-06241/home/53746105,Smart MLS,170144218,N,Y,41.8746325,-71.8213924
PAST SALE,May-8-2020,Single Family Residential,410 5 Mile River Rd,Putnam,CT,06260,205000,3,2.0,Putnam,1785,47916,1947,528,115,,Sold,,,http://www.redfin.com/CT/Putnam/410-5-Mile-River-Rd-06260/home/54416733,Smart MLS,170281320,N,Y,41.9145496,-71.8359393
PAST SALE,,Single Family Residential,28 Island View Dr,Thompson,CT,06277,363000,2,2.0,,1240,3485,2002,,293,,,,,http://www.redfin.com/CT/Thompson/28-Island-View-Dr-06277/home/52216610,,,N,Y,41.9488628,-71.8229528
PAST SALE,December-20-2019,Single Family Residential,3 Saint James Pl,Putnam,CT,06260,349000,3,2.5,West Putnam,2402,91476,2005,668,145,,Sold,,,http://www.redfin.com/CT/Putnam/3-St-James-Pl-06260/home/52220042,Smart MLS,170248591,N,Y,41.8920389,-71.9200855
PAST SALE,November-15-2019,Single Family Residential,6 Topview Dr,Thompson,CT,06277,182500,2,1.0,Quinebaugh,872,10890,1952,703,209,,Sold,,,http://www.redfin.com/CT/Thompson/6-Top-View-Dr-06277/home/52272099,Smart MLS,170239370,N,Y,41.9508674,-71.8259365
PAST SALE,,Condo/Co-op,70 Perry St #134,Putnam,CT,06260,,2,1.5,,1200,,1989,,,,Sold,,,http://www.redfin.com/CT/Putnam/70-Perry-St-06260/unit-134/home/52278051,Smart MLS,,N,Y,41.91413,-71.896627
PAST SALE,August-17-2018,Condo/Co-op,3 Westside Dr #16,Thompson,CT,06255,150000,2,1.5,North Grosvenordale,1704,,1988,1158,88,245,Sold,,,http://www.redfin.com/CT/North-Grosvenor-Dale/3-Westside-Dr-06255/unit-16/home/52280113,Smart MLS,170090214,N,Y,41.9587047,-71.8835918
PAST SALE,December-31-2019,Condo/Co-op,67 Perry St #121,Putnam,CT,06260,135000,2,2.0,Putnam Heights,1600,,1989,657,84,213,Sold,,,http://www.redfin.com/CT/Putnam/67-Perry-St-06260/unit-121/home/52282610,Smart MLS,170215047,N,Y,41.91413,-71.896627
PAST SALE,,Single Family Residential,46 Attawaugan Crossing Rd,Killingly,CT,06241,,4,1.0,,1210,43560,1992,,,,Sold,,,http://www.redfin.com/CT/Dayville/46-Attawaugan-Crossing-Rd-06241/home/53746171,Smart MLS,,N,Y,41.8674229,-71.8880071
PAST SALE,February-24-2017,Single Family Residential,26 Pleasant View Dr,Killingly,CT,06241,175000,3,1.5,Ballouville,1182,19994,1979,1697,148,,Sold,,,http://www.redfin.com/CT/Dayville/26-Pleasant-View-Dr-06241/home/53746634,Smart MLS,E10086881,N,Y,41.8720179,-71.8699393
PAST SALE,May-4-2018,Single Family Residential,170 Cutler Rd,Killingly,CT,06241,348000,4,2.0,East Killingly,2200,218235,1998,1263,158,,Sold,,,http://www.redfin.com/CT/Dayville/170-Cutler-Rd-06241/home/53747989,Smart MLS,170057256,N,Y,41.8950972,-71.8243514
PAST SALE,July-19-2019,Condo/Co-op,15 Westside Dr #110,Thompson,CT,06255,153000,2,1.5,North Grosvenordale,1336,,1989,822,115,270,Sold,,,http://www.redfin.com/CT/North-Grosvenor-Dale/15-Westside-Dr-06255/unit-110/home/54347241,Smart MLS,170168578,N,Y,41.9586902,-71.8815748
PAST SALE,June-29-2018,Multi-Family (2-4 Unit),663 Riverside Dr,Thompson,CT,06277,170000,6,2.0,Thompson,2352,11325,1954,1207,72,,Sold,,,http://www.redfin.com/CT/North-Grosvenor-Dale/663-Riverside-Dr-06255/home/54347880,MLS PIN,72326535,N,Y,41.9709481,-71.8947688
PAST SALE,December-30-2019,Single Family Residential,37 Marcy Ln,Thompson,CT,06255,255000,3,2.0,Thompson,1952,222591,1983,658,131,,Sold,,,http://www.redfin.com/CT/North-Grosvenor-Dale/37-Marcy-Ln-06255/home/54348032,MLS PIN,72581422,N,Y,41.9674177,-71.8815562
PAST SALE,,Single Family Residential,512 Brandy Hill Rd,Thompson,CT,06277,300000,2,1.0,,1863,17424,1954,,161,,,,,http://www.redfin.com/CT/Thompson/512-Brandy-Hill-Rd-06277/home/54348146,,,N,Y,41.9510066,-71.8214155
PAST SALE,February-19-2020,Single Family Residential,53 Blain Rd,Thompson,CT,06255,75000,2,1.0,North Grosvenordale,960,21344,1950,607,78,,Sold,,,http://www.redfin.com/CT/North-Grosvenor-Dale/53-Blain-Rd-06255/home/54348514,Smart MLS,170250748,N,Y,41.9672752,-71.8984742
PAST SALE,,Vacant Land,QUADDICK TOWN FARM RD,THOMPSON,CT,06277,258000,,,,,50530,,,,,,,,http://www.redfin.com/CT/THOMPSON/QUADDICK-TOWN-FARM-RD-06277/home/54349406,,,N,Y,41.978295,-71.806054
PAST SALE,April-13-2020,Single Family Residential,51 Church St,Thompson,CT,06277,250000,3,1.5,Mechanicsville,1652,87120,1980,553,151,,Sold,,,http://www.redfin.com/CT/Thompson/51-Church-St-06277/home/54349943,Smart MLS,170278512,N,Y,41.939503,-71.9032449
PAST SALE,November-20-2019,Single Family Residential,390 Quaddick Rd,Thompson,CT,06277,210000,3,2.0,Quaddick,1344,58370,2005,698,156,,Sold,,,http://www.redfin.com/CT/Thompson/390-Quaddick-Rd-06277/home/54350747,Smart MLS,170148686,N,Y,41.9440155,-71.833484
PAST SALE,July-31-2019,Condo/Co-op,50 Richmond Rd #20,Putnam,CT,06260,185000,2,2.0,Putnam,1140,,2004,810,162,230,Sold,,,http://www.redfin.com/CT/Putnam/50-Richmond-Rd-06260/unit-20/home/54414877,Smart MLS,170207844,N,Y,41.9125941,-71.9214448
PAST SALE,,Multi-Family (2-4 Unit),91 Smith St,Putnam,CT,06260,,3,2.0,,1281,11761,1875,,,,Sold,,,http://www.redfin.com/CT/Putnam/91-Smith-St-06260/home/54415375,Smart MLS,,N,Y,41.9261276,-71.9124886
PAST SALE,June-14-2019,Single Family Residential,58 Viens St,Putnam,CT,06260,200000,3,1.0,Putnam,1510,10890,1973,857,132,,Sold,,,http://www.redfin.com/CT/Putnam/58-Viens-St-06260/home/54416395,Smart MLS,170183644,N,Y,41.9298391,-71.9112113
PAST SALE,December-6-2019,Single Family Residential,481 River Rd,Putnam,CT,06260,265000,3,1.5,West Putnam,1460,291852,1972,682,182,,Sold,,,http://www.redfin.com/CT/Putnam/481-River-Rd-06260/home/54417211,Smart MLS,170234964,N,Y,41.8749029,-71.9174469
PAST SALE,December-13-2019,Single Family Residential,42 Harrisville Rd,Putnam,CT,06260,173000,3,2.0,Putnam,2256,72745,1982,675,77,,Sold,,,http://www.redfin.com/CT/Putnam/42-Harrissville-Rd-06260/home/54415353,MLS PIN,72504627,N,Y,41.9295439,-71.9275054
PAST SALE,June-22-2018,Single Family Residential,52 Hurry Hill Rd,Putnam,CT,06260,241000,3,2.0,East Putnam,2231,32670,1949,1214,108,,Sold,,,http://www.redfin.com/CT/Putnam/52-Hurry-Hill-Rd-06260/home/54417258,Smart MLS,170049198,N,Y,41.8940389,-71.8741103
PAST SALE,January-31-2018,Single Family Residential,88 River Jct,Putnam,CT,06260,416763,4,2.5,North Grosvenordale,2508,98881,2017,1356,166,,Sold,,,http://www.redfin.com/CT/Putnam/88-River-Jct-Ests-06260/home/144514729,MLS PIN,72183815,N,Y,41.9062816,-71.8262106
PAST SALE,February-23-2018,Single Family Residential,84 Old Tpke,Thompson,CT,06277,146000,2,1.0,Thompson,874,21344,1943,1333,167,,Sold,,,http://www.redfin.com/CT/Thompson/84-Old-Tpke-06277/home/144662198,MLS PIN,72268963,N,Y,41.9583716,-71.845274
PAST SALE,February-23-2018,Single Family Residential,155 Thompson Hill Rd,Thompson,CT,06277,210000,3,1.0,Thompson,1798,104544,1962,1333,117,,Sold,,,http://www.redfin.com/CT/Thompson/155-Thompson-Hill-Rd-06277/home/148656558,Smart MLS,170041345,N,Y,41.969009,-71.878357
PAST SALE,March-3-2020,Single Family Residential,1668 North Rd,Killingly,CT,06241,262000,3,2.0,Dayville,2228,277912,1981,594,118,,Sold,,,http://www.redfin.com/CT/Dayville/1668-North-Rd-06241/home/53746789,Smart MLS,170260875,N,Y,41.8855611,-71.8274179
PAST SALE,January-22-2019,Single Family Residential,9 Maple Ln,Thompson,CT,06277,240000,4,4.0,Thompson Hill,5892,84942,1967,1000,41,,Sold,,,http://www.redfin.com/CT/Thompson/9-Maple-Ln-06277/home/54349390,Smart MLS,170148309,N,Y,41.9507086,-71.8632709
