,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,PAST SALE,March-31-2021,Single Family Residential,28 Hillandale Rd,Danbury,CT,6811,499900.0,3.0,3.0,Danbury,2490.0,12196.0,2016.0,201.0,201.0,,Sold,,,http://www.redfin.com/CT/Danbury/28-Hillandale-Rd-06811/home/143122930,Smart MLS,170373555,N,Y,41.4290875,-73.4837711
1,PAST SALE,August-6-2021,Condo/Co-op,1465 E Putnam Ave #519,Greenwich,CT,6870,370000.0,1.0,1.0,Old Greenwich,765.0,,1977.0,73.0,484.0,395.0,Sold,,,http://www.redfin.com/CT/Old-Greenwich/1465-E-Putnam-Ave-06870/unit-519/home/107021872,Smart MLS,170404106,N,Y,41.0468381,-73.5704711
2,PAST SALE,August-12-2021,Condo/Co-op,9 Blue Mountain Rdg #9,Norwalk,CT,6851,456000.0,3.0,3.0,Cranbury,2199.0,,1987.0,67.0,207.0,490.0,Sold,,,http://www.redfin.com/CT/Norwalk/9-Blue-Mountain-Rdg-06851/unit-9/home/174374315,Smart MLS,170408281,N,Y,41.1317164,-73.4095463
3,PAST SALE,May-31-2019,Condo/Co-op,61 Hidden Brook Trl #61,Bethel,CT,6801,438000.0,3.0,3.5,Grassy Plain,3158.0,,2010.0,871.0,139.0,390.0,Sold,,,http://www.redfin.com/CT/Bethel/61-Hidden-Brook-Trl-06801/unit-61/home/147982642,Smart MLS,170176264,N,Y,41.3708439,-73.4336293
4,PAST SALE,November-13-2020,Condo/Co-op,30 Glenbrook Rd Unit 3D,Stamford,CT,6902,176000.0,1.0,1.0,Glenbrook,797.0,,1962.0,339.0,221.0,449.0,Sold,,,http://www.redfin.com/CT/Stamford/30-Glenbrook-Rd-06902/unit-3D/home/107108371,Smart MLS,170322054,N,Y,41.0564237,-73.5297339
5,PAST SALE,August-17-2020,Single Family Residential,46 Prudence Dr,Stamford,CT,6907,565000.0,4.0,2.0,Springdale,1628.0,10018.0,1950.0,427.0,347.0,,Sold,,,http://www.redfin.com/CT/Stamford/46-Prudence-Dr-06907/home/107082643,Smart MLS,170307041,N,Y,41.1003506,-73.5190232
6,PAST SALE,November-20-2019,Single Family Residential,24 White Birch Rd,Ridgefield,CT,6877,433750.0,4.0,3.0,Ridgefield,3028.0,44431.0,1955.0,698.0,143.0,,Sold,,,http://www.redfin.com/CT/Ridgefield/24-White-Birch-Rd-06877/home/53648384,Smart MLS,170187678,N,Y,41.245148,-73.4939526
7,PAST SALE,August-9-2021,Single Family Residential,1980 Cutspring Rd,Stratford,CT,6614,521500.0,4.0,2.5,Stratford,3185.0,26571.0,1991.0,70.0,164.0,,Sold,,,http://www.redfin.com/CT/Stratford/1980-Cutspring-Rd-06614/home/107219283,Smart MLS,170407198,N,Y,41.2426509,-73.1302237
8,PAST SALE,September-16-2021,Single Family Residential,121 Alberts Hill Rd,Newtown,CT,6482,710000.0,4.0,2.5,Sandy Hook,3480.0,93654.0,1995.0,32.0,204.0,,Sold,,,http://www.redfin.com/CT/Sandy-Hook/121-Alberts-Hill-Rd-06482/home/107638831,Smart MLS,170400102,N,Y,41.445563,-73.307146
9,PAST SALE,March-19-2021,Single Family Residential,90 Portland Ave,Wilton,CT,6897,485000.0,3.0,2.5,Georgetown,1710.0,53578.0,1995.0,213.0,284.0,,Sold,,,http://www.redfin.com/CT/Wilton/90-Portland-Ave-06897/home/107150493,Smart MLS,170350854,N,Y,41.2637249,-73.4374726
10,PAST SALE,June-1-2021,Condo/Co-op,216 Melody Ln #216,Fairfield,CT,6824,365000.0,3.0,1.5,Fairfield,1355.0,,1974.0,139.0,269.0,318.0,Sold,,,http://www.redfin.com/CT/Fairfield/216-Melody-Ln-06824/unit-216/home/172904365,Smart MLS,170385532,N,Y,41.1793719,-73.2499601
11,PAST SALE,November-16-2020,Single Family Residential,12 Empire Ln,Bethel,CT,6801,640000.0,4.0,2.5,Bethel,4640.0,49658.0,1997.0,336.0,138.0,,Sold,,,http://www.redfin.com/CT/Bethel/12-Empire-Ln-06801/home/107276484,Smart MLS,170331777,N,Y,41.4006242,-73.3845234
12,PAST SALE,July-16-2021,Single Family Residential,42 Well Ave,Danbury,CT,6810,350000.0,3.0,1.5,Danbury,1572.0,13068.0,1880.0,94.0,223.0,,Sold,,,http://www.redfin.com/CT/Danbury/42-Well-Ave-06810/home/107000206,Smart MLS,170396069,N,Y,41.3923743,-73.4697882
13,PAST SALE,May-7-2021,Single Family Residential,30 Cherry St,Darien,CT,6820,565000.0,3.0,2.0,Noroton Heights,1432.0,6098.0,1951.0,164.0,395.0,,Sold,,,http://www.redfin.com/CT/Darien/30-Cherry-St-06820/home/107157763,Smart MLS,170244589,N,Y,41.0686235,-73.4834138
14,PAST SALE,October-1-2021,Condo/Co-op,19 Ryan Ave Unit B,Norwalk,CT,6854,442000.0,3.0,2.5,South Norwalk,2388.0,,2007.0,17.0,185.0,250.0,Sold,,,http://www.redfin.com/CT/Norwalk/19-Ryan-Ave-06854/unit-B/home/107828770,Smart MLS,170407220,N,Y,41.080825,-73.4257328
15,PAST SALE,July-1-2019,Single Family Residential,160 Rock Rimmon Rd,Stamford,CT,6903,596500.0,4.0,3.0,North Stamford,2324.0,43560.0,1965.0,840.0,257.0,,Sold,,,http://www.redfin.com/CT/Stamford/160-Rock-Rimmon-Rd-06903/home/107101799,Smart MLS,170131277,N,Y,41.1408207,-73.5641749
16,PAST SALE,August-28-2020,Condo/Co-op,100 Richards Ave #109,Norwalk,CT,6854,366000.0,2.0,2.0,West Norwalk,1101.0,,2019.0,416.0,332.0,410.0,Sold,,,http://www.redfin.com/CT/Norwalk/100-Richards-Ave-06854/unit-109/home/107821273,Smart MLS,170300896,N,Y,41.0969588,-73.451605
17,PAST SALE,June-28-2021,Single Family Residential,11 Elaine St,Trumbull,CT,6611,414611.0,2.0,1.5,Trumbull,1245.0,21344.0,1948.0,112.0,333.0,,Sold,,,http://www.redfin.com/CT/Trumbull/11-Elaine-St-06611/home/107206909,Smart MLS,170400089,N,Y,41.2382749,-73.2124073
18,PAST SALE,January-21-2021,Single Family Residential,1 Cornwall Dr,Norwalk,CT,6850,480000.0,3.0,2.0,Norwalk,1235.0,13939.0,1963.0,270.0,389.0,,Sold,,,http://www.redfin.com/CT/Norwalk/1-Cornwall-Dr-06850/home/107812607,Smart MLS,170355479,N,Y,41.1255557,-73.4423985
19,PAST SALE,September-21-2021,Single Family Residential,267 Thunder Lake Rd,Wilton,CT,6897,780000.0,4.0,2.5,Wilton,2568.0,95832.0,1992.0,27.0,304.0,,Sold,,,http://www.redfin.com/CT/Wilton/267-Thunder-Lake-Rd-06897/home/107151568,Smart MLS,170412623,N,Y,41.2620236,-73.4451197
20,PAST SALE,June-21-2019,Single Family Residential,18 Topfield Rd,Danbury,CT,6811,442000.0,4.0,2.5,King St.,2960.0,34848.0,1975.0,850.0,149.0,,Sold,,,http://www.redfin.com/CT/Danbury/18-Topfield-Rd-06811/home/106982488,Smart MLS,170180403,N,Y,41.4028862,-73.4832286
21,PAST SALE,January-11-2021,Single Family Residential,1968 Stratfield Rd,Fairfield,CT,6825,432000.0,3.0,1.5,Stratfield,1744.0,20037.0,1941.0,280.0,248.0,,Sold,,,http://www.redfin.com/CT/Fairfield/1968-Stratfield-Rd-06825/home/107132968,Smart MLS,170354455,N,Y,41.2059303,-73.2435236
22,PAST SALE,August-7-2019,Single Family Residential,6 Castaway Dr,Danbury,CT,6811,449500.0,4.0,2.5,Aunt Hack,3108.0,45738.0,1971.0,803.0,145.0,,Sold,,,http://www.redfin.com/CT/Danbury/6-Castaway-Dr-06811/home/106983858,Smart MLS,170192030,N,Y,41.4066311,-73.4949652
23,PAST SALE,July-24-2020,Single Family Residential,99 White Birch Rd,New Canaan,CT,6840,869000.0,4.0,3.0,New Canaan,2566.0,43995.0,1962.0,451.0,339.0,,Sold,,,http://www.redfin.com/CT/New-Canaan/99-White-Birch-Rd-06840/home/107234194,Smart MLS,170299816,N,Y,41.1182275,-73.4795004
24,PAST SALE,March-1-2021,Single Family Residential,19 Cross Hwy,Westport,CT,6880,795800.0,3.0,3.0,Westport,2437.0,14810.0,1959.0,231.0,327.0,,Sold,,,http://www.redfin.com/CT/Westport/19-Cross-Hwy-06880/home/107261954,Smart MLS,170347006,N,Y,41.155669,-73.3592414
25,PAST SALE,August-23-2019,Condo/Co-op,85 Camp Ave Unit 10E,Stamford,CT,6907,432500.0,2.0,1.5,Springdale,1625.0,,2007.0,787.0,266.0,203.0,Sold,,,http://www.redfin.com/CT/Stamford/85-Camp-Ave-06907/unit-10E/home/107111563,Smart MLS,170201476,N,Y,41.09371,-73.51571
26,PAST SALE,July-1-2021,Single Family Residential,83 Fan Hill Rd,Monroe,CT,6468,482500.0,4.0,3.0,Monroe Center,2700.0,100187.0,1966.0,109.0,179.0,,Sold,,,http://www.redfin.com/CT/Monroe/83-Fan-Hill-Rd-06468/home/107066521,Smart MLS,170388007,N,Y,41.3354163,-73.2107465
27,PAST SALE,,Condo/Co-op,15 Moorland Dr,Danbury,CT,6810,475000.0,2.0,2.5,,1760.0,,2017.0,,270.0,,,,,http://www.redfin.com/CT/Danbury/15-Moorland-Dr-06810/home/146965808,,,N,Y,41.3861775,-73.5235226
28,PAST SALE,May-29-2020,Single Family Residential,3 Pilgrim Ln,Monroe,CT,6468,509000.0,5.0,2.5,Monroe,3550.0,43560.0,1979.0,507.0,143.0,,Sold,,,http://www.redfin.com/CT/Monroe/3-Pilgrim-Ln-06468/home/107074195,Smart MLS,170253329,N,Y,41.3095613,-73.2360303
29,PAST SALE,March-8-2021,Condo/Co-op,95 Columbus Pl #4,Stamford,CT,6907,408000.0,3.0,3.0,Springdale,2400.0,,1982.0,224.0,170.0,325.0,Sold,,,http://www.redfin.com/CT/Stamford/95-Columbus-Pl-06907/unit-4/home/107118957,Smart MLS,170352402,N,Y,41.0992399,-73.5128766
30,PAST SALE,June-30-2021,Single Family Residential,185 Moffitt St,Bridgeport,CT,6606,310000.0,4.0,2.0,North End,1935.0,4791.0,1980.0,110.0,160.0,,Sold,,,http://www.redfin.com/CT/Bridgeport/185-Moffitt-St-06606/home/107065873,Smart MLS,170363930,N,Y,41.2124182,-73.1948714
31,PAST SALE,June-12-2020,Single Family Residential,14 Lavelle Ave,New Fairfield,CT,6812,290000.0,2.0,1.5,New Fairfield,1409.0,6534.0,1968.0,493.0,206.0,19.0,Sold,,,http://www.redfin.com/CT/New-Fairfield/14-Lavelle-Ave-06812/home/107230363,Smart MLS,170238478,N,Y,41.5246689,-73.4808457
32,PAST SALE,October-28-2019,Single Family Residential,58 Chambers Rd,Danbury,CT,6811,360000.0,4.0,2.5,King St.,2192.0,146797.0,1971.0,721.0,164.0,,Sold,,,http://www.redfin.com/CT/Danbury/58-Chambers-Rd-06811/home/106988224,Smart MLS,170213828,N,Y,41.4255468,-73.4920196
33,PAST SALE,March-1-2019,Single Family Residential,13 Deer Run Trl,Weston,CT,6883,636000.0,3.0,2.0,Lower Weston,3304.0,56628.0,1957.0,962.0,192.0,,Sold,,,http://www.redfin.com/CT/Weston/13-Deer-Run-Trl-06883/home/107009800,Smart MLS,170148305,N,Y,41.1973018,-73.3489038
34,PAST SALE,November-1-2019,Condo/Co-op,111 Ledgebrook Dr #111,Norwalk,CT,6854,279000.0,2.0,2.0,Norwalk,1662.0,,1972.0,717.0,168.0,480.0,Sold,,,http://www.redfin.com/CT/Norwalk/111-Ledgebrook-Dr-06854/unit-111/home/144519743,Smart MLS,170190856,N,Y,41.1090199,-73.437692
35,PAST SALE,April-26-2018,Single Family Residential,2 Lyndenwood Dr,Brookfield,CT,6804,499000.0,4.0,2.5,Brookfield,3309.0,40075.0,1990.0,1271.0,151.0,,Sold,,,http://www.redfin.com/CT/Brookfield/2-Lyndenwood-Dr-06804/home/107302937,Smart MLS,170055575,N,Y,41.4775259,-73.3679914
36,PAST SALE,November-13-2020,Condo/Co-op,54 Whitmore Ln #3,Stamford,CT,6902,283000.0,2.0,1.5,West Side,1326.0,,1980.0,339.0,213.0,175.0,Sold,,,http://www.redfin.com/CT/Stamford/54-Whitmore-Ln-06902/unit-3/home/107112295,Smart MLS,170336873,N,Y,41.0502834,-73.5655007
37,PAST SALE,January-20-2021,Condo/Co-op,2435 Bedford St Unit 4A,Stamford,CT,6905,475000.0,2.0,2.5,Mid City,1600.0,,1993.0,271.0,297.0,457.0,Sold,,,http://www.redfin.com/CT/Stamford/2435-Bedford-St-06905/unit-4A/home/107113350,Smart MLS,170338704,N,Y,41.0694383,-73.5442748
38,PAST SALE,August-6-2019,Single Family Residential,25 Pell Mell Dr,Bethel,CT,6801,435000.0,4.0,2.5,Plumtrees,2568.0,40946.0,1972.0,804.0,169.0,,Sold,,,http://www.redfin.com/CT/Bethel/25-Pell-Mell-Dr-06801/home/107282501,Smart MLS,170199409,N,Y,41.3837869,-73.38503
39,PAST SALE,January-16-2019,Condo/Co-op,231 Lansdowne #231,Westport,CT,6880,820000.0,2.0,3.0,Greens Farms,2450.0,,1985.0,1006.0,335.0,502.0,Sold,,,http://www.redfin.com/CT/Westport/231-Lansdowne-06880/unit-231/home/147980448,Smart MLS,170140677,N,Y,41.135372,-73.3050441
40,PAST SALE,November-20-2020,Single Family Residential,140 Club Rd,Stamford,CT,6905,650000.0,4.0,3.5,Stamford,3693.0,24829.0,1959.0,332.0,176.0,,Sold,,,http://www.redfin.com/CT/Stamford/140-Club-Rd-06905/home/107098062,Smart MLS,170271046,N,Y,41.0995167,-73.535624
41,PAST SALE,March-2-2021,Multi-Family (2-4 Unit),19 Emerson St,Norwalk,CT,6855,545000.0,4.0,2.0,East Norwalk,1913.0,6098.0,1924.0,230.0,285.0,,Sold,,,http://www.redfin.com/CT/Norwalk/19-Emerson-St-06855/home/107812682,Smart MLS,170352102,N,Y,41.1033494,-73.4005937
42,PAST SALE,September-24-2021,Single Family Residential,10 Hickory Hl,Shelton,CT,6484,535000.0,3.0,3.5,Huntington,3230.0,12632.0,1997.0,24.0,166.0,58.0,Sold,,,http://www.redfin.com/CT/Shelton/10-Hickory-Hl-06484/home/107179845,Smart MLS,170426100,N,Y,41.3076214,-73.1159895
43,PAST SALE,November-20-2018,Condo/Co-op,28 3rd St #54,Stamford,CT,6905,422500.0,2.0,2.0,Mid City,1316.0,,1998.0,1063.0,321.0,250.0,Sold,,,http://www.redfin.com/CT/Stamford/28-3rd-St-06905/unit-54/home/107104944,Smart MLS,170042114,N,Y,41.0647577,-73.5421037
44,PAST SALE,December-21-2020,Condo/Co-op,12 Willard Rd #7,Norwalk,CT,6851,430000.0,2.0,2.5,Norwalk,1710.0,,2014.0,301.0,251.0,331.0,Sold,,,http://www.redfin.com/CT/Norwalk/12-Willard-Rd-06851/unit-7/home/109817419,Smart MLS,170336782,N,Y,41.1288619,-73.3883994
45,PAST SALE,August-29-2018,Condo/Co-op,2207 Larson Dr #2207,Danbury,CT,6810,305000.0,2.0,2.5,Mill Plain,1650.0,,2001.0,1146.0,185.0,345.0,Sold,,,http://www.redfin.com/CT/Danbury/Larson-Dr-06810/unit-2207/home/146215801,Smart MLS,170104993,N,Y,41.386396,-73.512885
46,PAST SALE,May-7-2018,Condo/Co-op,60 Harbour View Pl #60,Stratford,CT,6615,356000.0,2.0,2.5,Stratford,2361.0,,1986.0,1260.0,151.0,485.0,Sold,,,http://www.redfin.com/CT/Stratford/60-Harbour-View-Pl-06615/unit-60/home/145199607,Smart MLS,170063899,N,Y,41.1816131,-73.1272565
47,PAST SALE,June-18-2021,Single Family Residential,43 Indian Field Rd,Greenwich,CT,6830,1237500.0,4.0,4.0,Greenwich,2688.0,10454.0,1985.0,122.0,460.0,,Sold,,,http://www.redfin.com/CT/Greenwich/43-Indian-Field-Rd-06830/home/107012498,Smart MLS,170388633,N,Y,41.0337142,-73.6051652
48,PAST SALE,,Single Family Residential,55 High Ridge Rd,Easton,CT,6612,530000.0,4.0,2.5,,3009.0,64033.0,1949.0,,176.0,,,,,http://www.redfin.com/CT/Easton/55-High-Ridge-Rd-06612/home/107615217,,,N,Y,41.2434835,-73.2610326
49,PAST SALE,January-11-2019,Single Family Residential,21 Danbury Ave,Westport,CT,6880,1300000.0,3.0,2.0,Compo Beach,1669.0,9583.0,1930.0,1011.0,779.0,,Sold,,,http://www.redfin.com/CT/Westport/21-Danbury-Ave-06880/home/107263091,Smart MLS,170128226,N,Y,41.1080142,-73.3508594
50,PAST SALE,June-29-2021,Condo/Co-op,127 Greyrock Pl #804,Stamford,CT,6901,294000.0,1.0,1.0,Stamford,789.0,,1987.0,111.0,373.0,499.0,Sold,,,http://www.redfin.com/CT/Stamford/127-Greyrock-Pl-06901/unit-804/home/107114675,Smart MLS,170388293,N,Y,41.0544738,-73.5357647
51,PAST SALE,January-25-2021,Single Family Residential,30 Lynn Pl,Ridgefield,CT,6877,699000.0,4.0,3.0,North Ridgefield,3028.0,13503.0,1995.0,266.0,231.0,46.0,Sold,,,http://www.redfin.com/CT/Ridgefield/30-Lynn-Pl-06877/home/53644483,Smart MLS,170333821,N,Y,41.3748847,-73.5419511
52,PAST SALE,March-13-2020,Single Family Residential,21 Ridgewood Dr,Redding,CT,6896,478000.0,4.0,2.5,West Redding,2684.0,87120.0,1976.0,584.0,178.0,,Sold,,,http://www.redfin.com/CT/Redding/21-Ridgewood-Dr-06896/home/107079928,Smart MLS,170241929,N,Y,41.3276634,-73.3941934
53,PAST SALE,November-13-2020,Condo/Co-op,92 Grove St Unit D2,Stamford,CT,6901,225000.0,2.0,1.0,Glenbrook,976.0,,1924.0,339.0,231.0,527.0,Sold,,,http://www.redfin.com/CT/Stamford/92-Grove-St-06901/unit-D2/home/172750642,Smart MLS,170327109,N,Y,41.0568985,-73.5342265
54,PAST SALE,August-10-2020,Single Family Residential,5521 Congress St,Fairfield,CT,6824,525000.0,2.0,2.0,Fairfield,1928.0,91476.0,1970.0,434.0,272.0,,Sold,,,http://www.redfin.com/CT/Fairfield/5521-Congress-St-06824/home/107148357,Smart MLS,170301934,N,Y,41.2074443,-73.3093594
55,PAST SALE,October-5-2020,Single Family Residential,469 Old Stamford Rd,New Canaan,CT,6840,810000.0,4.0,2.5,New Canaan,3243.0,49658.0,1965.0,378.0,250.0,,Sold,,,http://www.redfin.com/CT/New-Canaan/469-Old-Stamford-Rd-06840/home/107241317,Smart MLS,170282896,N,Y,41.1237425,-73.4981835
56,PAST SALE,August-17-2020,Single Family Residential,46 Old Hawleyville Rd,Newtown,CT,6470,330000.0,3.0,2.0,Hawleyville,1951.0,357627.0,1939.0,427.0,169.0,,Sold,,,http://www.redfin.com/CT/Newtown/46-Old-Hawleyville-Rd-06470/home/107623930,Smart MLS,170269548,N,Y,41.4227406,-73.3701439
57,PAST SALE,May-31-2019,Single Family Residential,50 Abbey Rd,Easton,CT,6612,760000.0,4.0,5.0,Easton,5514.0,131115.0,2001.0,871.0,138.0,,Sold,,,http://www.redfin.com/CT/Easton/50-Abbey-Rd-06612/home/107614883,Smart MLS,170174092,N,Y,41.3195637,-73.2818112
58,PAST SALE,January-22-2021,Single Family Residential,50 Red Barn Rd,Trumbull,CT,6611,685000.0,5.0,5.0,Tashua,6361.0,118047.0,1995.0,269.0,108.0,,Sold,,,http://www.redfin.com/CT/Trumbull/50-Red-Barn-Rd-06611/home/107197811,Smart MLS,170314646,N,Y,41.2933565,-73.2564625
59,PAST SALE,August-17-2020,Single Family Residential,20A Williams Rd,New Fairfield,CT,6812,349900.0,4.0,1.5,Charcoal Ridge,1976.0,21780.0,1967.0,427.0,177.0,,Sold,,,http://www.redfin.com/CT/New-Fairfield/20A-Williams-Rd-06812/home/107231535,Smart MLS,170305327,N,Y,41.4555059,-73.4999036
60,PAST SALE,March-11-2021,Single Family Residential,186 Kellogg Dr,Wilton,CT,6897,899000.0,4.0,3.5,Wilton,3488.0,88862.0,1965.0,221.0,258.0,,Sold,,,http://www.redfin.com/CT/Wilton/186-Kellogg-Dr-06897/home/107152298,Smart MLS,170358298,N,Y,41.22784,-73.4910991
61,PAST SALE,March-17-2021,Single Family Residential,65 High Rock Rd,Newtown,CT,6482,471000.0,4.0,2.5,Sandy Hook,3241.0,119354.0,1977.0,215.0,145.0,,Sold,,,http://www.redfin.com/CT/Sandy-Hook/65-High-Rock-Rd-06482/home/107649836,Smart MLS,170364349,N,Y,41.3789096,-73.229838
62,PAST SALE,February-14-2020,Single Family Residential,135 Route 37 S,Sherman,CT,6784,350000.0,3.0,2.5,Sherman,2017.0,130680.0,1930.0,612.0,174.0,,Sold,,,http://www.redfin.com/CT/Sherman/135-CT-37-06784/home/107169448,Smart MLS,170241968,N,Y,41.5431835,-73.4980488
63,PAST SALE,March-31-2020,Condo/Co-op,115 Fillow St #13,Norwalk,CT,6850,240000.0,1.0,1.0,Spring Hill,780.0,,1986.0,566.0,308.0,199.0,Sold,,,http://www.redfin.com/CT/Norwalk/115-Fillow-St-06850/unit-13/home/107875274,Smart MLS,170273667,N,Y,41.1173031,-73.4372924
64,PAST SALE,July-23-2020,Condo/Co-op,8 Rowayton Woods Dr #8,Norwalk,CT,6854,240000.0,1.0,1.0,Brookside,751.0,,1975.0,452.0,320.0,317.0,Sold,,,http://www.redfin.com/CT/Norwalk/8-Rowayton-Woods-Dr-06854/unit-8/home/169490507,Smart MLS,170245474,N,Y,41.0812136,-73.4343225
65,PAST SALE,September-13-2021,Condo/Co-op,48 Warrington Round #48,Danbury,CT,6810,459999.0,3.0,2.5,Danbury,1600.0,,2012.0,35.0,287.0,432.0,Sold,,,http://www.redfin.com/CT/Danbury/48-Warrington-Round-06810/unit-48/home/146404658,Smart MLS,170405919,N,Y,41.3881487,-73.5354749
66,PAST SALE,June-29-2020,Single Family Residential,47 Fairmont Ave,Stamford,CT,6906,525000.0,3.0,1.5,Glenbrook,1748.0,10890.0,1928.0,476.0,300.0,,Sold,,,http://www.redfin.com/CT/Stamford/47-Fairmont-Ave-06906/home/107085955,Smart MLS,170291680,N,Y,41.0671305,-73.5134663
67,PAST SALE,June-23-2020,Condo/Co-op,50 Warrington Round #50,Danbury,CT,6810,372000.0,2.0,2.5,Danbury,1680.0,,2012.0,482.0,221.0,432.0,Sold,,,http://www.redfin.com/CT/Danbury/50-Warrington-Round-06810/unit-50/home/171408351,Smart MLS,170289607,N,Y,41.3881734,-73.5354098
68,PAST SALE,June-21-2019,Single Family Residential,160 Beaumont St,Fairfield,CT,6824,613000.0,4.0,2.5,Center,2122.0,5227.0,1983.0,850.0,289.0,,Sold,,,http://www.redfin.com/CT/Fairfield/160-Beaumont-St-06824/home/107147284,Smart MLS,170177345,N,Y,41.1385795,-73.2663311
69,PAST SALE,October-25-2019,Single Family Residential,5 Cloverleaf Dr,New Fairfield,CT,6812,380000.0,3.0,3.5,New Fairfield,1716.0,87120.0,1974.0,724.0,221.0,,Sold,,,http://www.redfin.com/CT/New-Fairfield/5-Cloverleaf-Dr-06812/home/107230014,Smart MLS,170228138,N,Y,41.4834706,-73.510613
70,PAST SALE,September-15-2020,Single Family Residential,121 4th St,Stamford,CT,6905,425000.0,3.0,2.0,Mid City,1564.0,6098.0,1952.0,398.0,272.0,,Sold,,,http://www.redfin.com/CT/Stamford/121-4th-St-06905/home/107084791,Smart MLS,170308473,N,Y,41.0657749,-73.5402601
71,PAST SALE,July-17-2020,Single Family Residential,1 White Oak Farm Rd,Newtown,CT,6470,430000.0,4.0,2.5,Newtown,2306.0,150282.0,1978.0,458.0,186.0,,Sold,,,http://www.redfin.com/CT/Newtown/1-White-Oak-Farm-Rd-06470/home/107649180,Smart MLS,170296850,N,Y,41.3644207,-73.3053518
72,PAST SALE,November-13-2020,Condo/Co-op,285 Bruce Park Ave Unit B,Greenwich,CT,6830,1100000.0,3.0,3.0,Greenwich,2205.0,,2014.0,339.0,499.0,425.0,Sold,,,http://www.redfin.com/CT/Greenwich/285-Bruce-Park-Ave-06830/unit-B/home/109665780,Smart MLS,170331130,N,Y,41.023625,-73.617815
73,PAST SALE,August-12-2019,Single Family Residential,18 Austin Dr,Easton,CT,6612,490000.0,4.0,3.0,Lower Easton,2615.0,43124.0,1949.0,798.0,187.0,,Sold,,,http://www.redfin.com/CT/Easton/18-Austin-Dr-06612/home/107612955,Smart MLS,170175684,N,Y,41.2374012,-73.2663311
74,PAST SALE,September-15-2021,Single Family Residential,70 Golfview Ter,Fairfield,CT,6825,835000.0,4.0,3.5,Stratfield,3586.0,24393.0,1958.0,33.0,233.0,,Sold,,,http://www.redfin.com/CT/Fairfield/70-Golfview-Ter-06825/home/107129814,Smart MLS,170419381,N,Y,41.2081837,-73.2366118
75,PAST SALE,November-16-2017,Single Family Residential,12 Spicewood Ln,Wilton,CT,6897,670000.0,4.0,3.0,Wilton,3473.0,43995.0,1966.0,1432.0,193.0,,Sold,,,http://www.redfin.com/CT/Wilton/12-Spicewood-Rd-06897/home/107149270,Smart MLS,99178526,N,Y,41.1815484,-73.4072702
76,PAST SALE,November-30-2017,Single Family Residential,33 Tanglewood Ct,Ridgefield,CT,6877,849885.0,5.0,4.5,South Ridgefield,5791.0,44866.0,1967.0,1418.0,147.0,,Sold,,,http://www.redfin.com/CT/Ridgefield/33-Tanglewood-Ct-06877/home/53648530,Smart MLS,99191646,N,Y,41.252173,-73.4949652
77,PAST SALE,January-25-2018,Single Family Residential,13 Douglas Dr,Danbury,CT,6811,360000.0,4.0,2.5,King St.,2077.0,47044.0,1972.0,1362.0,173.0,,Sold,,,http://www.redfin.com/CT/Danbury/13-Douglas-Dr-06811/home/106997382,Smart MLS,170006930,N,Y,41.4294074,-73.5023974
78,PAST SALE,September-1-2017,Single Family Residential,41 Old Colony Rd,Stamford,CT,6907,679000.0,3.0,3.0,Springdale,2475.0,37897.0,1955.0,1508.0,274.0,,Sold,,,http://www.redfin.com/CT/Stamford/41-Old-Colony-Rd-06907/home/107106373,Smart MLS,99187930,N,Y,41.1036895,-73.5200471
79,PAST SALE,,Condo/Co-op,311 Foxboro Dr,Norwalk,CT,6851,426000.0,2.0,2.5,,1304.0,,1991.0,,327.0,,,,,http://www.redfin.com/CT/Norwalk/311-Foxboro-Dr-06851/home/107852905,,,N,Y,41.1598518,-73.4168129
80,PAST SALE,January-25-2018,Single Family Residential,16 Blaine St,Danbury,CT,6810,183000.0,4.0,2.0,Danbury,1438.0,32234.0,1909.0,1362.0,127.0,,Sold,,,http://www.redfin.com/CT/Danbury/16-Blaine-St-06810/home/107003004,Smart MLS,99127411,N,Y,41.3953975,-73.4696847
81,PAST SALE,April-3-2017,Single Family Residential,12 Fox Run,Sherman,CT,6784,1417000.0,5.0,6.0,HUBBELL MTN FARM,6751.0,675615.0,1998.0,1659.0,210.0,,Sold,,,http://www.redfin.com/CT/Sherman/12-Fox-Run-06784/home/107170249,Smart MLS,F10187585,N,Y,41.569529,-73.478966
82,PAST SALE,August-11-2017,Condo/Co-op,1 Putnam Hl Unit 4K,Greenwich,CT,6830,350000.0,1.0,1.0,Greenwich,,,1956.0,1529.0,,,Sold,,,http://www.redfin.com/CT/Greenwich/1-Putnam-Hill-Rd-06830/unit-4-K/home/146893814,GMLS,99997,N,Y,41.0352234,-73.6175743
