,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
411,PAST SALE,August-4-2020,Single Family Residential,182 Budding Rdg,Southington,CT,6489,387000.0,4.0,2.5,Southington,2444.0,43560.0,1987.0,440.0,158.0,,Sold,,,http://www.redfin.com/CT/Southington/182-Budding-Ridge-Rd-06489/home/53725540,Smart MLS,170303868,N,Y,41.550263,-72.849639
412,PAST SALE,,Condo/Co-op,600 Main St #12,Plantsville,CT,6479,300000.0,3.0,2.5,,1422.0,,2011.0,,211.0,,,,,http://www.redfin.com/CT/Plantsville/600-Main-St-06479/unit-12/home/53716436,,,N,Y,41.5898458,-72.8853907
413,PAST SALE,March-15-2021,Single Family Residential,2 Beechwood Rd,Farmington,CT,6032,402500.0,4.0,2.5,Farmington,3077.0,30927.0,1975.0,217.0,131.0,,Sold,,,http://www.redfin.com/CT/Farmington/2-Beechwood-Rd-06032/home/54433360,Smart MLS,170366945,N,Y,41.7578508,-72.8658433
414,PAST SALE,,Condo/Co-op,2 Tanager Cir,Tariffville,CT,6081,176500.0,2.0,1.5,,1118.0,,1984.0,,158.0,,,,,http://www.redfin.com/CT/Tariffville/2-Tanager-Cir-06081/home/54004749,,,N,Y,41.9087283,-72.7719338
415,PAST SALE,July-27-2020,Single Family Residential,53 South Rd,Southington,CT,6489,95000.0,2.0,1.5,Three Gardens,1056.0,,2006.0,448.0,90.0,463.0,Sold,,,http://www.redfin.com/CT/Southington/53-S-Rd-06489/home/53716301,Smart MLS,170297415,N,Y,41.6244759,-72.8682746
416,PAST SALE,October-23-2020,Single Family Residential,270 Budding Rdg,Southington,CT,6489,515000.0,6.0,3.5,Southington,4148.0,71002.0,2003.0,360.0,124.0,,Sold,,,http://www.redfin.com/CT/Southington/270-Budding-Ridge-Rd-06489/home/53716062,Smart MLS,170333139,N,Y,41.5480614,-72.8490059
417,PAST SALE,November-30-2020,Single Family Residential,53 Knollwood Rd,Farmington,CT,6032,260000.0,4.0,2.0,Farmington,2076.0,20037.0,1956.0,322.0,125.0,,Sold,,,http://www.redfin.com/CT/Farmington/53-Knollwood-Rd-06032/home/54432580,Smart MLS,170348067,N,Y,41.7529008,-72.8637097
418,PAST SALE,,Condo/Co-op,820 Matthews St #18,Bristol,CT,6010,109000.0,2.0,1.5,,936.0,,1983.0,,116.0,,,,,http://www.redfin.com/CT/Bristol/820-Matthews-St-06010/unit-18/home/54401525,,,N,Y,41.6851801,-72.9821105
419,PAST SALE,July-31-2020,Single Family Residential,10 Corbin Rdg,Bristol,CT,6010,300000.0,3.0,2.5,Bristol,2307.0,30056.0,1994.0,444.0,130.0,,Sold,,,http://www.redfin.com/CT/Bristol/10-Corbin-Rdg-06010/home/54403258,Smart MLS,170305302,N,Y,41.6475652,-72.9780415
420,PAST SALE,December-21-2020,Single Family Residential,5 Atwater Ter,Farmington,CT,6032,1500000.0,5.0,7.0,Devonwood,8278.0,31798.0,1999.0,301.0,181.0,1150.0,Sold,,,http://www.redfin.com/CT/Farmington/5-Atwater-Ter-06032/home/54430288,Smart MLS,170347281,N,Y,41.7600833,-72.8409013
421,PAST SALE,February-18-2021,Condo/Co-op,31 Chelsea Ln #31,East Granby,CT,6026,157000.0,3.0,1.5,East Granby,1474.0,,1985.0,242.0,107.0,360.0,Sold,,,http://www.redfin.com/CT/East-Granby/31-Chelsea-Ln-06026/unit-31/home/144527309,Smart MLS,170345743,N,Y,41.9123981,-72.7370717
422,PAST SALE,January-11-2021,Single Family Residential,6 Nutmeg Ln,Bloomfield,CT,6002,205000.0,4.0,1.0,North Bloomfield,1864.0,101930.0,1875.0,280.0,110.0,,Sold,,,http://www.redfin.com/CT/Bloomfield/6-Nutmeg-Ln-06002/home/53945174,Smart MLS,170330389,N,Y,41.8503184,-72.7443851
423,PAST SALE,December-21-2020,Single Family Residential,4 Southwood Ln,East Granby,CT,6026,295000.0,3.0,2.0,East Granby,2294.0,44866.0,1983.0,301.0,129.0,,Sold,,,http://www.redfin.com/CT/East-Granby/4-Southwood-Ln-06026/home/53814546,Smart MLS,170351784,N,Y,41.918904,-72.7615505
424,PAST SALE,,Single Family Residential,27 Cedar Rdg,Bristol,CT,6010,325000.0,3.0,2.5,,2221.0,26136.0,1992.0,,146.0,,,,,http://www.redfin.com/CT/Bristol/27-Cedar-Rdg-06010/home/54411236,,,N,Y,41.6485922,-72.9727458
425,PAST SALE,August-9-2019,Condo/Co-op,565 Clark Ave #49,Bristol,CT,6010,110000.0,2.0,1.5,Bristol,1038.0,,1987.0,801.0,106.0,230.0,Sold,,,http://www.redfin.com/CT/Bristol/565-Clark-Ave-06010/unit-49/home/54402040,Smart MLS,170211414,N,Y,41.6847417,-72.9845785
426,PAST SALE,July-28-2020,Condo/Co-op,1254 Farmington Ave Unit A,Farmington,CT,6032,80000.0,1.0,1.0,Farmington,725.0,,1968.0,447.0,110.0,304.0,Sold,,,http://www.redfin.com/CT/Farmington/1254-Farmington-Ave-06032/unit-A/home/54429969,Smart MLS,170312439,N,Y,41.740676,-72.850879
427,PAST SALE,February-26-2021,Condo/Co-op,565 Clark Ave #39,Bristol,CT,6010,126000.0,2.0,1.5,Chippens Hill,1038.0,,1987.0,234.0,121.0,240.0,Sold,,,http://www.redfin.com/CT/Bristol/565-Clark-Ave-06010/unit-39/home/54405665,Smart MLS,170367398,N,Y,41.6847417,-72.9845785
428,PAST SALE,December-18-2020,Condo/Co-op,600 Clark Ave #16,Bristol,CT,6010,127500.0,2.0,1.5,Chippens Hill,1008.0,,1985.0,304.0,126.0,190.0,Sold,,,http://www.redfin.com/CT/Bristol/600-Clark-Ave-06010/unit-16/home/54405625,Smart MLS,170349993,N,Y,41.6862608,-72.9834944
429,PAST SALE,March-30-2021,Single Family Residential,30 Chiltern St,Farmington,CT,6032,510000.0,3.0,2.5,Devonwood,2261.0,16988.0,1988.0,202.0,226.0,1250.0,Sold,,,http://www.redfin.com/CT/Farmington/30-Chiltern-St-06032/home/54427767,Smart MLS,170366211,N,Y,41.7534425,-72.8321617
430,PAST SALE,January-29-2021,Single Family Residential,23 White Water TURN #23,Simsbury,CT,6081,229900.0,3.0,2.5,Tariffville,1679.0,,1985.0,262.0,137.0,205.0,Sold,,,http://www.redfin.com/CT/Tariffville/23-White-Water-Turn-06081/unit-23/home/144520507,Smart MLS,170345284,N,Y,41.9087875,-72.7715948
431,PAST SALE,March-24-2020,Single Family Residential,57 Cianci Dr,Southington,CT,6489,222000.0,3.0,1.5,Southington,1529.0,27878.0,1959.0,573.0,145.0,,Sold,,,http://www.redfin.com/CT/Southington/57-Cianci-Dr-06489/home/53731187,Smart MLS,170246105,N,Y,41.6162137,-72.853648
432,PAST SALE,October-3-2019,Single Family Residential,150 Old Turnpike Rd,Southington,CT,6489,240000.0,4.0,2.0,Southington,1946.0,24829.0,1905.0,746.0,123.0,,Sold,,,http://www.redfin.com/CT/Southington/150-Old-Turnpike-Rd-06489/home/53730462,Smart MLS,170201306,N,Y,41.590688,-72.881058
433,PAST SALE,February-22-2021,Single Family Residential,84 Barlow St,Bristol,CT,6010,170000.0,4.0,1.5,Bristol,1267.0,17424.0,1976.0,238.0,134.0,,Sold,,,http://www.redfin.com/CT/Bristol/84-Barlow-St-06010/home/54404811,Smart MLS,170359001,N,Y,41.674547,-72.9772882
434,PAST SALE,June-28-2019,Single Family Residential,219 Mill St,Southington,CT,6489,265000.0,3.0,2.5,Southington,1538.0,20908.0,1989.0,843.0,172.0,,Sold,,,http://www.redfin.com/CT/Southington/219-Mill-St-06489/home/53728311,Smart MLS,170191717,N,Y,41.604781,-72.8858624
435,PAST SALE,April-11-2019,Single Family Residential,131 Foley Dr,Southington,CT,6489,280000.0,3.0,2.0,Southington,1484.0,20037.0,1966.0,921.0,189.0,,Sold,,,http://www.redfin.com/CT/Southington/131-Foley-Dr-06489/home/53727072,Smart MLS,170168035,N,Y,41.6015953,-72.8479708
436,PAST SALE,July-29-2020,Single Family Residential,45 Westbrook Rd,Southington,CT,6479,270400.0,3.0,1.5,Plantsville,1794.0,21780.0,1967.0,446.0,151.0,,Sold,,,http://www.redfin.com/CT/Plantsville/45-Westbrook-Rd-06479/home/53731133,Smart MLS,170294715,N,Y,41.592601,-72.894767
437,PAST SALE,,Condo/Co-op,46 Village Rd,Southington,CT,6489,110000.0,2.0,1.0,,1010.0,,1972.0,,109.0,,,,,http://www.redfin.com/CT/Southington/46-Village-Rd-06489/home/53731051,,,N,Y,41.6005,-72.8601512
438,PAST SALE,October-8-2020,Single Family Residential,82 Cianci Dr,Southington,CT,6489,338900.0,3.0,2.0,Southington,2468.0,56628.0,1959.0,375.0,137.0,,Sold,,,http://www.redfin.com/CT/Southington/82-Cianci-Dr-06489/home/53731468,Smart MLS,170334320,N,Y,41.6169969,-72.8540634
439,PAST SALE,April-30-2018,Single Family Residential,670 S End Rd,Southington,CT,6479,280000.0,3.0,2.5,Plantsville,1452.0,22651.0,2001.0,1267.0,193.0,,Sold,,,http://www.redfin.com/CT/Plantsville/670-S-End-Rd-06479/home/53717236,Smart MLS,170059416,N,Y,41.5647398,-72.8745555
440,PAST SALE,May-18-2020,Single Family Residential,8 Parkview Dr,Southington,CT,6479,225000.0,4.0,1.0,Plantsville,1188.0,9147.0,1951.0,518.0,189.0,,Sold,,,http://www.redfin.com/CT/Plantsville/8-Parkview-Dr-06479/home/53718920,Smart MLS,170269724,N,Y,41.5681351,-72.871971
441,PAST SALE,August-5-2020,Condo/Co-op,220 W Main St Unit 2B,Southington,CT,6479,185000.0,2.0,1.5,Plantsville,1152.0,,1983.0,439.0,161.0,233.0,Sold,,,http://www.redfin.com/CT/Plantsville/220-W-Main-St-06479/unit-2B/home/53719821,Smart MLS,170303244,N,Y,41.5879103,-72.8960971
442,PAST SALE,May-14-2018,Single Family Residential,3 Meadow Rd,Southington,CT,6489,85000.0,2.0,1.5,Southington,960.0,,2001.0,1253.0,89.0,449.0,Sold,,,http://www.redfin.com/CT/Southington/3-Meadow-Rd-06489/home/53724044,Smart MLS,P10238201,N,Y,41.6374821,-72.8824611
443,PAST SALE,,Condo/Co-op,185 West St #15,Plantsville,CT,6479,266500.0,2.0,2.5,,1983.0,,2009.0,,134.0,,,,,http://www.redfin.com/CT/Plantsville/185-West-St-06479/unit-15/home/53716587,,,N,Y,41.5933369,-72.8975886
444,PAST SALE,May-26-2017,Single Family Residential,16 Magnolia Way,Southington,CT,6489,461926.0,3.0,3.0,Southington,2088.0,8712.0,2016.0,1606.0,221.0,40.0,Sold,,,http://www.redfin.com/CT/Southington/16-Magnolia-Way-06489/home/141376187,Smart MLS,N10194707,N,Y,41.5568617,-72.8628051
445,PAST SALE,November-30-2020,Single Family Residential,9 Old Oak Ct,Southington,CT,6489,415000.0,4.0,2.5,Hillcrest Village,2320.0,7405.0,2017.0,322.0,179.0,40.0,Sold,,,http://www.redfin.com/CT/Southington/9-Old-Oak-Ct-06489/home/146693808,Smart MLS,170336641,N,Y,41.5569052,-72.8607347
446,PAST SALE,December-24-2020,Condo/Co-op,39 Eden Ave #8,Southington,CT,6489,237225.0,2.0,2.0,Southington,1074.0,,2019.0,298.0,221.0,216.0,Sold,,,http://www.redfin.com/CT/Southington/39-Eden-Ave-06489/unit-8/home/171148182,Smart MLS,170282675,N,Y,41.5978528,-72.8790301
447,PAST SALE,July-17-2020,Single Family Residential,"47 Hillcrest Village, Lot 47",Southington,CT,6489,426381.0,3.0,3.0,HillCrest Village,2088.0,11761.0,2020.0,458.0,204.0,40.0,Sold,,,http://www.redfin.com/CT/Southington/47-Hillcrest-Dr-06489/home/172523552,Smart MLS,170261972,N,Y,41.557377,-72.862345
448,PAST SALE,November-27-2019,Single Family Residential,361 Annelise Ave,Southington,CT,6489,393000.0,4.0,3.0,Southington,2800.0,22651.0,1991.0,691.0,140.0,,Sold,,,http://www.redfin.com/CT/Southington/361-Annelise-Ave-06489/home/53725091,Smart MLS,170235596,N,Y,41.6193027,-72.8634328
449,PAST SALE,April-13-2018,Single Family Residential,247 Blue Hills Dr,Southington,CT,6489,417000.0,5.0,2.5,Southington,2722.0,40510.0,1977.0,1284.0,153.0,,Sold,,,http://www.redfin.com/CT/Southington/247-Blue-Hills-Dr-06489/home/53725192,Smart MLS,170056075,N,Y,41.5748595,-72.8453399
450,PAST SALE,July-9-2019,Single Family Residential,407 Pratt St,Southington,CT,6489,268500.0,3.0,2.0,Southington,2848.0,24829.0,1978.0,832.0,94.0,,Sold,,,http://www.redfin.com/CT/Southington/407-Pratt-St-06489/home/53729278,Smart MLS,170155968,N,Y,41.5468971,-72.8523556
451,PAST SALE,October-21-2019,Condo/Co-op,500 Darling St Unit 14A,Southington,CT,6489,103950.0,2.0,1.5,Southington,1080.0,,1978.0,728.0,96.0,275.0,Sold,,,http://www.redfin.com/CT/Southington/500-Darling-St-06489/unit-14A/home/167070972,Smart MLS,170204702,N,Y,41.6163089,-72.867652
452,PAST SALE,June-21-2019,Condo/Co-op,1048 South Main St #31,Southington,CT,6479,195000.0,2.0,1.5,Plantsville,1240.0,,2000.0,850.0,157.0,205.0,Sold,,,http://www.redfin.com/CT/Plantsville/1048-S-Main-St-06479/unit-31/home/53717054,Smart MLS,170194612,N,Y,41.5787959,-72.8951312
453,PAST SALE,December-7-2020,Condo/Co-op,38 Copley Rd #38,Glastonbury,CT,6073,270000.0,2.0,2.5,South Glastonbury,2002.0,,1988.0,315.0,135.0,375.0,Sold,,,http://www.redfin.com/CT/South-Glastonbury/38-Copley-Rd-06073/unit-38/home/171996939,Smart MLS,170302299,N,Y,41.6760457,-72.5450246
454,PAST SALE,September-18-2020,Single Family Residential,445 Foote Rd,Glastonbury,CT,6073,399900.0,4.0,3.0,South Glastonbury,2887.0,26136.0,1954.0,395.0,139.0,,Sold,,,http://www.redfin.com/CT/South-Glastonbury/445-Foote-Rd-06073/home/54164594,Smart MLS,170306739,N,Y,41.6564596,-72.5865408
455,PAST SALE,November-20-2020,Single Family Residential,715 Goodale Hill Rd,Glastonbury,CT,6033,460000.0,4.0,2.5,East Glastonbury,3028.0,281833.0,1995.0,332.0,152.0,,Sold,,,http://www.redfin.com/CT/Glastonbury/715-Goodale-Hill-Rd-06033/home/54164766,Smart MLS,170330010,N,Y,41.6941481,-72.5073244
456,PAST SALE,July-29-2020,Single Family Residential,53 Heather Glen Rd,Glastonbury,CT,6033,435000.0,3.0,2.5,Hopewell,2912.0,24829.0,1986.0,446.0,149.0,,Sold,,,http://www.redfin.com/CT/Glastonbury/53-Heather-Glen-Rd-06033/home/54164890,Smart MLS,170296634,N,Y,41.6669262,-72.5833527
457,PAST SALE,September-11-2020,Single Family Residential,79 Kingswood Dr,Glastonbury,CT,6073,910000.0,4.0,6.5,South Glastonbury,7571.0,48351.0,1998.0,402.0,120.0,,Sold,,,http://www.redfin.com/CT/South-Glastonbury/79-Kingswood-Dr-06073/home/54165327,Smart MLS,170284222,N,Y,41.6721595,-72.5246191
458,PAST SALE,August-3-2020,Single Family Residential,255 Imperial Dr,Glastonbury,CT,6033,725000.0,4.0,3.0,Glastonbury,4094.0,72309.0,1992.0,441.0,177.0,,Sold,,,http://www.redfin.com/CT/Glastonbury/255-Imperial-Dr-06033/home/54165693,Smart MLS,170297739,N,Y,41.691203,-72.4793931
459,PAST SALE,,Single Family Residential,1715 Main St,Glastonbury,CT,6033,522500.0,5.0,2.5,,3516.0,24829.0,1745.0,,149.0,,,,,http://www.redfin.com/CT/Glastonbury/1715-Main-St-06033/home/54166133,,,N,Y,41.6926299,-72.6076555
460,PAST SALE,September-30-2020,Single Family Residential,120 Old Farms Rd,Glastonbury,CT,6073,540000.0,4.0,3.5,South Glastonbury,4045.0,44866.0,1986.0,383.0,133.0,,Sold,,,http://www.redfin.com/CT/South-Glastonbury/120-Old-Farms-Rd-06073/home/54166905,Smart MLS,170317662,N,Y,41.6502696,-72.5336541
461,PAST SALE,,Single Family Residential,12 Robin Rd,Glastonbury,CT,6033,480000.0,4.0,3.5,,2176.0,30056.0,1966.0,,221.0,,,,,http://www.redfin.com/CT/Glastonbury/12-Robin-Rd-06033/home/54167426,,,N,Y,41.6911276,-72.593148
462,PAST SALE,,Single Family Residential,32 Stonepost Rd,Glastonbury,CT,6033,495000.0,3.0,2.5,,2263.0,27007.0,1978.0,,219.0,,,,,http://www.redfin.com/CT/Glastonbury/32-Stonepost-Rd-06033/home/54167509,,,N,Y,41.6725222,-72.5829483
463,PAST SALE,July-10-2020,Single Family Residential,449 Three Mile Rd,Glastonbury,CT,6033,420000.0,3.0,2.5,Bucks Corners,2863.0,55321.0,1963.0,465.0,147.0,,Sold,,,http://www.redfin.com/CT/Glastonbury/449-Three-Mile-Rd-06033/home/54168017,Smart MLS,170296245,N,Y,41.687702,-72.5457388
464,PAST SALE,August-14-2020,Single Family Residential,114 Bidwell St,Glastonbury,CT,6033,415000.0,4.0,3.5,Glastonbury,2458.0,18730.0,1977.0,430.0,169.0,,Sold,,,http://www.redfin.com/CT/Glastonbury/114-Bidwell-St-06033/home/54168840,Smart MLS,170306380,N,Y,41.7032886,-72.5780852
465,PAST SALE,,Single Family Residential,189 Needletree Ln,Glastonbury,CT,6033,429000.0,4.0,2.5,,2101.0,30056.0,1977.0,,204.0,,,,,http://www.redfin.com/CT/Glastonbury/189-Needletree-Ln-06033/home/54170059,,,N,Y,41.6944691,-72.5252199
466,PAST SALE,June-15-2020,Single Family Residential,137 Shipman Dr,Glastonbury,CT,6033,320000.0,3.0,2.5,Glastonbury,2067.0,23086.0,1978.0,490.0,155.0,,Sold,,,http://www.redfin.com/CT/Glastonbury/137-Shipman-Dr-06033/home/54170568,Smart MLS,170289107,N,Y,41.670258,-72.5787783
467,PAST SALE,July-31-2020,Single Family Residential,18 Forest Ln,Glastonbury,CT,6033,375000.0,3.0,2.5,East Glastonbury,2548.0,64468.0,2000.0,444.0,147.0,,Sold,,,http://www.redfin.com/CT/Glastonbury/18-Forest-Ln-06033/home/54170987,Smart MLS,170300084,N,Y,41.6863594,-72.5371432
468,PAST SALE,August-14-2020,Condo/Co-op,222 Williams St E #212,Glastonbury,CT,6033,145000.0,2.0,2.0,Glastonbury,862.0,,1890.0,430.0,168.0,582.0,Sold,,,http://www.redfin.com/CT/Glastonbury/222-Williams-St-E-06033/unit-212/home/54171219,Smart MLS,170319356,N,Y,41.703825,-72.5976123
469,PAST SALE,July-23-2020,Single Family Residential,13 High Ridge Rd,Glastonbury,CT,6073,500000.0,4.0,3.0,South Glastonbury,3213.0,27007.0,2001.0,452.0,156.0,,Sold,,,http://www.redfin.com/CT/South-Glastonbury/13-High-Ridge-Rd-06073/home/54172338,Smart MLS,170300855,N,Y,41.6534426,-72.6016493
470,PAST SALE,December-9-2020,Single Family Residential,8 Peach Tree Ln,Glastonbury,CT,6033,315000.0,4.0,2.0,Glastonbury,1810.0,17424.0,1950.0,313.0,174.0,,Sold,,,http://www.redfin.com/CT/Glastonbury/8-Peach-Tree-Ln-06033/home/54173417,Smart MLS,170303589,N,Y,41.6836311,-72.5940259
471,PAST SALE,,Single Family Residential,105 Moseley Ter,Glastonbury,CT,6033,418000.0,3.0,2.5,,1879.0,54886.0,1948.0,,222.0,,,,,http://www.redfin.com/CT/Glastonbury/105-Moseley-Ter-06033/home/54173803,,,N,Y,41.6817295,-72.5849698
472,PAST SALE,January-7-2021,Single Family Residential,67 Sulky Ln,Glastonbury,CT,6033,400000.0,4.0,3.0,Glastonbury,2461.0,35283.0,1983.0,284.0,163.0,,Sold,,,http://www.redfin.com/CT/Glastonbury/67-Sulky-Ln-06033/home/54173942,Smart MLS,170350533,N,Y,41.6931146,-72.5970522
473,PAST SALE,November-21-2020,Single Family Residential,18 Lafayette Rd,Marlborough,CT,6447,215000.0,3.0,1.0,Marlborough,1112.0,10018.0,1930.0,331.0,193.0,,Sold,,,http://www.redfin.com/CT/Marlborough/18-Lafayette-Rd-06447/home/54374353,Smart MLS,170308233,N,Y,41.6334797,-72.4692122
474,PAST SALE,November-20-2020,Single Family Residential,210 S Main St,Marlborough,CT,6447,244900.0,4.0,1.5,Marlborough,1073.0,21780.0,1961.0,332.0,228.0,,Sold,,,http://www.redfin.com/CT/Marlborough/210-S-Main-St-06447/home/54375201,Smart MLS,170330298,N,Y,41.610947,-72.4358238
475,PAST SALE,,Single Family Residential,26 W Rd,Marlborough,CT,6447,180000.0,4.0,1.0,,1058.0,122839.0,1974.0,,170.0,,,,,http://www.redfin.com/CT/Marlborough/26-W-Rd-06447/home/54375252,,,N,Y,41.6518659,-72.4833452
476,PAST SALE,,Single Family Residential,203 Corbin Rdg,Bristol,CT,6010,297400.0,4.0,3.5,,2456.0,20038.0,2018.0,,121.0,,,,,http://www.redfin.com/CT/Bristol/203-Corbin-Rdg-06010/home/146054183,,,N,Y,41.6520432,-72.975891
477,PAST SALE,,Condo/Co-op,21 Tunxis Vlg,Farmington,CT,6032,185000.0,2.0,2.5,,2344.0,,1973.0,,79.0,,,,,http://www.redfin.com/CT/Farmington/21-Tunxis-Vlg-06032/home/54427435,,,N,Y,41.7431364,-72.8326443
478,PAST SALE,September-3-2020,Single Family Residential,218 Pondview Dr,Southington,CT,6489,239900.0,3.0,1.5,Southington,1494.0,20908.0,1955.0,410.0,161.0,,Sold,,,http://www.redfin.com/CT/Southington/218-Pondview-Dr-06489/home/53725088,Smart MLS,170288992,N,Y,41.5813077,-72.8748324
479,PAST SALE,June-1-2020,Condo/Co-op,35 Eden Ave #3,Southington,CT,6489,229900.0,2.0,2.0,Southington,1074.0,,2019.0,504.0,214.0,216.0,Sold,,,http://www.redfin.com/CT/Southington/35-Eden-Ave-06489/unit-3/home/170674884,Smart MLS,170276185,N,Y,41.5978411,-72.878985
480,PAST SALE,March-24-2021,Single Family Residential,211 Tyler Way,Bristol,CT,6010,350000.0,3.0,2.5,Cedar Lake,1892.0,26571.0,1998.0,208.0,185.0,,Sold,,,http://www.redfin.com/CT/Bristol/211-Tyler-Way-06010/home/54411346,Smart MLS,170372280,N,Y,41.6474293,-72.9835814
481,PAST SALE,June-30-2020,Single Family Residential,19 Susan Ln,Southington,CT,6489,325000.0,3.0,2.0,Southington,1944.0,20037.0,1992.0,475.0,167.0,,Sold,,,http://www.redfin.com/CT/Southington/19-Susan-Ln-06489/home/53727789,Smart MLS,170288143,N,Y,41.6062479,-72.8867854
482,PAST SALE,August-24-2020,Condo/Co-op,42A Darling St Unit 42A,Southington,CT,6489,118000.0,2.0,1.5,Southington,1188.0,,1985.0,420.0,99.0,253.0,Sold,,,http://www.redfin.com/CT/Southington/42-Darling-St-06489/unit-42A/home/170509590,Smart MLS,170268690,N,Y,41.6114387,-72.8747046
483,PAST SALE,March-22-2021,Single Family Residential,530 Matthews St,Bristol,CT,6010,300000.0,4.0,2.5,Bristol,2261.0,15245.0,1971.0,210.0,133.0,,Sold,,,http://www.redfin.com/CT/Bristol/530-Matthews-St-06010/home/54396070,Smart MLS,170358212,N,Y,41.6854239,-72.972857
484,PAST SALE,March-19-2021,Condo/Co-op,8 Brickyard Rd Unit 25D,Farmington,CT,6032,102000.0,1.0,1.0,Farmington,725.0,,1968.0,213.0,141.0,305.0,Sold,,,http://www.redfin.com/CT/Farmington/8-Brickyard-Rd-06032/unit-25D/home/54424454,Smart MLS,170368061,N,Y,41.742395,-72.851995
485,PAST SALE,March-19-2021,Single Family Residential,361 Stone Rd,Windsor,CT,6095,144440.0,1.0,1.0,Windsor,850.0,29185.0,1945.0,213.0,170.0,,Sold,,,http://www.redfin.com/CT/Windsor/361-Stone-Rd-06095/home/54265164,Smart MLS,170368724,N,Y,41.9153876,-72.717821
486,PAST SALE,January-15-2021,Single Family Residential,31 N Main St,East Granby,CT,6026,475000.0,4.0,3.0,East Granby,3653.0,43560.0,2001.0,276.0,130.0,,Sold,,,http://www.redfin.com/CT/East-Granby/31-N-Main-St-06026/home/53815904,Smart MLS,170269098,N,Y,41.9470215,-72.7242894
487,PAST SALE,August-12-2020,Condo/Co-op,785 South End Rds #9,Southington,CT,6489,384575.0,3.0,2.0,Southington,1537.0,,2020.0,432.0,250.0,198.0,Sold,,,http://www.redfin.com/CT/Southington/785-South-End-RDS-06489/unit-9/home/170492900,Smart MLS,170269253,N,Y,41.558929,-72.871335
488,PAST SALE,July-13-2020,Condo/Co-op,785 South End Rds #1,Southington,CT,6489,368730.0,3.0,2.0,Plantsville,1444.0,,2019.0,462.0,255.0,198.0,Sold,,,http://www.redfin.com/CT/Southington/785-S-End-Rd-06489/unit-1/home/169251126,Smart MLS,170240664,N,Y,41.5615739,-72.8732559
489,PAST SALE,October-9-2020,Single Family Residential,115 Old Orchard Rd,Bristol,CT,6010,351000.0,3.0,2.5,Cedar Lake,2281.0,29185.0,2005.0,374.0,154.0,,Sold,,,http://www.redfin.com/CT/Bristol/115-Old-Orchard-Rd-06010/home/54392354,Smart MLS,170313540,N,Y,41.655598,-72.9744988
490,PAST SALE,February-18-2020,Condo/Co-op,90 Applegate #138,Southington,CT,6032,400000.0,2.0,2.0,Southington,1819.0,,2019.0,608.0,220.0,265.0,Sold,,,http://www.redfin.com/CT/Southington/90-Applegate-06489/unit-138/home/168207991,Smart MLS,170222575,N,Y,41.6208787,-72.8661513
491,PAST SALE,October-15-2020,Single Family Residential,159 Willow Creek Ln,Southington,CT,6489,474450.0,4.0,2.5,Woodland Heights,2377.0,16117.0,2020.0,368.0,200.0,,Sold,,,http://www.redfin.com/CT/Southington/159-Willow-Creek-Ln-06489/home/166698520,Smart MLS,170290510,N,Y,41.6309459,-72.8686262
492,PAST SALE,July-22-2020,Single Family Residential,1192 Hill St,Bristol,CT,6010,375000.0,4.0,2.5,Chippens Hill,2860.0,25264.0,2005.0,453.0,131.0,,Sold,,,http://www.redfin.com/CT/Bristol/1192-Hill-St-06010/home/54392111,Smart MLS,170288475,N,Y,41.7135979,-72.9783047
493,PAST SALE,July-14-2017,Single Family Residential,8 Edwards Way,Bloomfield,CT,6002,332000.0,4.0,2.5,Edwards Way,1941.0,45302.0,2012.0,1557.0,171.0,,Sold,,,http://www.redfin.com/CT/Bloomfield/8-Edwards-Way-06002/home/53940998,Smart MLS,G10203520,N,Y,41.8703376,-72.7419263
494,PAST SALE,April-1-2021,Single Family Residential,18 Deerfield Dr,East Windsor,CT,6016,395000.0,4.0,2.5,Broad Brook,3788.0,111513.0,1996.0,200.0,104.0,,Sold,,,http://www.redfin.com/CT/Broad-Brook/18-Deerfield-Dr-06016/home/53760827,Smart MLS,170348233,N,Y,41.8982127,-72.5632064
495,PAST SALE,October-5-2020,Single Family Residential,4 Cobblestone Dr,East Windsor,CT,6016,379900.0,4.0,2.5,Broad Brook,2798.0,50529.0,2002.0,378.0,136.0,,Sold,,,http://www.redfin.com/CT/Broad-Brook/4-Cobblestone-Dr-06016/home/53758835,Smart MLS,170322713,N,Y,41.9001865,-72.5437979
496,PAST SALE,November-10-2020,Single Family Residential,151 Willow Creek Ln,Southington,CT,6489,481495.0,4.0,2.5,Woodland Heights,2327.0,16117.0,2020.0,342.0,207.0,,Sold,,,http://www.redfin.com/CT/Southington/151-Willow-Creek-Ln-06489/home/166685285,Smart MLS,170317062,N,Y,41.6309459,-72.8686262
